sender,receiver,message,date
vijaya,HT1018,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.449516
vijaya,HT1019,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.450606
vijaya,HT1000,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.452681
vijaya,HT1001,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.453708
vijaya,HT1002,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.455679
vijaya,HT1003,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.456681
vijaya,HT1004,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.458682
vijaya,HT1005,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.459993
vijaya,HT1006,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.461372
vijaya,HT1007,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.463690
vijaya,HT1008,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.465711
vijaya,HT1009,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.467240
vijaya,HT1010,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.469257
vijaya,HT1011,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.471258
vijaya,HT1012,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.472257
vijaya,HT1013,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.474258
vijaya,HT1014,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.475257
vijaya,HT1015,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.477254
vijaya,HT1016,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.479539
vijaya,HT1017,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.480649
vijaya,HT1018,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.483041
vijaya,HT1019,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.485301
vijaya,HT1000,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.486287
vijaya,HT1001,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.488631
vijaya,HT1002,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.490924
vijaya,HT1003,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.493106
vijaya,HT1004,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.495110
vijaya,HT1005,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.497503
vijaya,HT1006,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.498749
vijaya,HT1007,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.499967
vijaya,HT1008,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.502310
vijaya,HT1009,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.503537
vijaya,HT1010,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.504820
vijaya,HT1011,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.506155
vijaya,HT1012,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.508156
vijaya,HT1013,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.509155
vijaya,HT1014,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.511155
vijaya,HT1015,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.513178
vijaya,HT1016,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.515164
vijaya,HT1017,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.517172
vijaya,HT1018,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.518162
vijaya,HT1019,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.519163
vijaya,HT1000,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.521648
vijaya,HT1001,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.523094
vijaya,HT1002,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.525152
vijaya,HT1003,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.526125
vijaya,HT1004,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.529123
vijaya,HT1005,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.531142
vijaya,HT1006,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.533267
vijaya,HT1007,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.534700
vijaya,HT1008,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.536779
vijaya,HT1009,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.539052
vijaya,HT1010,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.541061
vijaya,HT1011,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.543055
vijaya,HT1012,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.544473
vijaya,HT1013,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.545830
vijaya,HT1014,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.548140
vijaya,HT1015,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.549564
vijaya,HT1016,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.550569
vijaya,HT1017,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.551580
vijaya,HT1018,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.554017
vijaya,HT1019,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.556487
vijaya,HT1000,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.558301
vijaya,HT1001,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.560680
vijaya,HT1002,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.562678
vijaya,HT1003,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.563678
vijaya,HT1004,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.565676
vijaya,HT1005,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.567186
vijaya,HT1006,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.569248
vijaya,HT1007,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.570230
vijaya,HT1008,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.572317
vijaya,HT1009,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.573851
vijaya,HT1010,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.575851
vijaya,HT1011,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.576889
vijaya,HT1012,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.578187
vijaya,HT1013,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.580579
vijaya,HT1014,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.582579
vijaya,HT1015,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.583600
vijaya,HT1016,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.585579
vijaya,HT1017,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.586580
vijaya,HT1018,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.588579
vijaya,HT1019,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.590583
vijaya,HT1000,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.591592
vijaya,HT1001,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.593895
vijaya,HT1002,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.596171
vijaya,HT1003,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.597340
vijaya,HT1004,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.599317
vijaya,HT1005,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.601317
vijaya,HT1006,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.602317
vijaya,HT1007,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.604313
vijaya,HT1008,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.606439
vijaya,HT1009,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.607430
vijaya,HT1010,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.609429
vijaya,HT1011,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.611429
vijaya,HT1012,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.613430
vijaya,HT1013,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.615430
vijaya,HT1014,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.617430
vijaya,HT1015,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.618434
vijaya,HT1016,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.620454
vijaya,HT1017,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.622430
vijaya,HT1018,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.623432
vijaya,HT1019,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.625429
vijaya,HT1000,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.627429
vijaya,HT1001,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.628623
vijaya,HT1002,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.630657
vijaya,HT1003,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.631963
vijaya,HT1004,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.633044
vijaya,HT1005,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.635049
vijaya,HT1006,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.637064
vijaya,HT1007,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.639440
vijaya,HT1008,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.641450
vijaya,HT1009,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.642428
vijaya,HT1010,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.644427
vijaya,HT1011,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.646422
vijaya,HT1012,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.647889
vijaya,HT1013,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.650062
vijaya,HT1014,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.651066
vijaya,HT1015,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.653250
vijaya,HT1016,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.654252
vijaya,HT1017,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.656740
vijaya,HT1018,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.657740
vijaya,HT1019,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.659868
vijaya,HT1000,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.661882
vijaya,HT1001,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.663864
vijaya,HT1002,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.665869
vijaya,HT1003,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.667385
vijaya,HT1004,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.669478
vijaya,HT1005,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.670478
vijaya,HT1006,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.672475
vijaya,HT1007,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.674475
vijaya,HT1008,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.675487
vijaya,HT1009,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.677758
vijaya,HT1010,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.678759
vijaya,HT1011,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.680075
vijaya,HT1012,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.682076
vijaya,HT1013,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.684119
vijaya,HT1014,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.686100
vijaya,HT1015,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.688142
vijaya,HT1016,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.690526
vijaya,HT1017,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.691627
vijaya,HT1018,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.692901
vijaya,HT1019,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.695271
vijaya,HT1000,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.696646
vijaya,HT1001,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.697922
vijaya,HT1002,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.700411
vijaya,HT1003,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.701463
vijaya,HT1004,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.702578
vijaya,HT1005,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.704576
vijaya,HT1006,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.706585
vijaya,HT1007,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.708591
vijaya,HT1008,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.709582
vijaya,HT1009,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.710578
vijaya,HT1010,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.713167
vijaya,HT1011,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.716134
vijaya,HT1012,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.717335
vijaya,HT1013,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.718634
vijaya,HT1014,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.720633
vijaya,HT1015,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.720633
vijaya,HT1016,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.723724
vijaya,HT1017,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.724751
vijaya,HT1018,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.727181
vijaya,HT1019,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.728233
vijaya,HT1000,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.730286
vijaya,HT1001,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.731763
vijaya,HT1002,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.733172
vijaya,HT1003,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.735092
vijaya,HT1004,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.736337
vijaya,HT1005,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.737420
vijaya,HT1006,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.739871
vijaya,HT1007,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.741118
vijaya,HT1008,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.742515
vijaya,HT1009,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.744723
vijaya,HT1010,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.745722
vijaya,HT1011,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.747720
vijaya,HT1012,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.749726
vijaya,HT1013,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.750721
vijaya,HT1014,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.753106
vijaya,HT1015,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.754098
vijaya,HT1016,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.756100
vijaya,HT1017,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.758168
vijaya,HT1018,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.760133
vijaya,HT1019,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.763133
vijaya,HT1000,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.765138
vijaya,HT1001,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.766139
vijaya,HT1002,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.768675
vijaya,HT1003,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.770672
vijaya,HT1004,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.772674
vijaya,HT1005,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.773672
vijaya,HT1006,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.775675
vijaya,HT1007,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.778134
vijaya,HT1008,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.779416
vijaya,HT1009,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.782158
vijaya,HT1010,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.783247
vijaya,HT1011,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.785750
vijaya,HT1012,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.786752
vijaya,HT1013,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.787752
vijaya,HT1014,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.789955
vijaya,HT1015,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.791953
vijaya,HT1016,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.793952
vijaya,HT1017,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.796044
vijaya,HT1018,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.797452
vijaya,HT1019,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.799443
vijaya,HT1000,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.801444
vijaya,HT1001,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.803439
vijaya,HT1002,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.806842
vijaya,HT1003,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.807841
vijaya,HT1004,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.810295
vijaya,HT1005,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.812307
vijaya,HT1006,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.813763
vijaya,HT1007,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.815774
vijaya,HT1008,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.816863
vijaya,HT1009,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.818210
vijaya,HT1010,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.820427
vijaya,HT1011,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.822438
vijaya,HT1012,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.824731
vijaya,HT1013,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.826060
vijaya,HT1014,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.827448
vijaya,HT1015,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.828447
vijaya,HT1016,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.830591
vijaya,HT1017,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.831591
vijaya,HT1018,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.833592
vijaya,HT1019,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.835594
vijaya,HT1000,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.837074
vijaya,HT1001,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.838053
vijaya,HT1002,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.840402
vijaya,HT1003,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.841402
vijaya,HT1004,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.843407
vijaya,HT1005,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.844404
vijaya,HT1006,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.845406
vijaya,HT1007,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.847396
vijaya,HT1008,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.848665
vijaya,HT1009,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.850653
vijaya,HT1010,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.851643
vijaya,HT1011,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.854250
vijaya,HT1012,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.856386
vijaya,HT1013,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.858651
vijaya,HT1014,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.859927
vijaya,HT1015,📌 Attendance Update: You are Present for today.,2026-02-11 13:18:41.862290
