sender,receiver,message,date
vijaya,HT1013,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.827632
vijaya,HT1014,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.828632
vijaya,HT1015,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.829632
vijaya,HT1016,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.830635
vijaya,HT1017,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.830635
vijaya,HT1018,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.832635
vijaya,HT1019,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.832635
vijaya,HT1000,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.833633
vijaya,HT1001,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.834633
vijaya,HT1002,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.835632
vijaya,HT1003,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.836632
vijaya,HT1004,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.837633
vijaya,HT1005,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.837633
vijaya,HT1006,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.838634
vijaya,HT1007,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.840142
vijaya,HT1008,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.841151
vijaya,HT1009,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.842150
vijaya,HT1010,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.843151
vijaya,HT1011,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.843151
vijaya,HT1012,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.844151
vijaya,HT1013,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.845149
vijaya,HT1014,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.846152
vijaya,HT1015,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.847151
vijaya,HT1016,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.848153
vijaya,HT1017,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.848153
vijaya,HT1018,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.849156
vijaya,HT1019,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.850156
vijaya,HT1000,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.851167
vijaya,HT1001,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.852248
vijaya,HT1002,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.852248
vijaya,HT1003,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.853248
vijaya,HT1004,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.854248
vijaya,HT1005,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.855513
vijaya,HT1006,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.855513
vijaya,HT1007,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.856840
vijaya,HT1008,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.857821
vijaya,HT1009,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.858820
vijaya,HT1010,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.859820
vijaya,HT1011,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.860838
vijaya,HT1012,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.862080
vijaya,HT1013,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.863085
vijaya,HT1014,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.864432
vijaya,HT1015,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.864432
vijaya,HT1016,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.865448
vijaya,HT1017,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.866448
vijaya,HT1018,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.867448
vijaya,HT1019,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.868448
vijaya,HT1000,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.868448
vijaya,HT1001,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.869448
vijaya,HT1002,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.870448
vijaya,HT1003,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.871448
vijaya,HT1004,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.872436
vijaya,HT1005,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.873434
vijaya,HT1006,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.874448
vijaya,HT1007,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.874448
vijaya,HT1008,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.875448
vijaya,HT1009,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.876448
vijaya,HT1010,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.877696
vijaya,HT1011,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.878734
vijaya,HT1012,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.878734
vijaya,HT1013,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.879734
vijaya,HT1014,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.880734
vijaya,HT1015,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.881734
vijaya,HT1016,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.882848
vijaya,HT1017,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.883734
vijaya,HT1018,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.883734
vijaya,HT1019,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.884734
vijaya,HT1000,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.885734
vijaya,HT1001,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.886714
vijaya,HT1002,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.888107
vijaya,HT1003,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.889281
vijaya,HT1004,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.889281
vijaya,HT1005,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.890552
vijaya,HT1006,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.891573
vijaya,HT1007,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.892693
vijaya,HT1008,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.893720
vijaya,HT1009,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.894716
vijaya,HT1010,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.895719
vijaya,HT1011,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.896719
vijaya,HT1012,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.896719
vijaya,HT1013,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.897717
vijaya,HT1014,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.898719
vijaya,HT1015,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.899718
vijaya,HT1016,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.899718
vijaya,HT1017,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.900718
vijaya,HT1018,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.901717
vijaya,HT1019,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.902718
vijaya,HT1000,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.903717
vijaya,HT1001,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.903717
vijaya,HT1002,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.904717
vijaya,HT1003,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.905715
vijaya,HT1004,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.907395
vijaya,HT1005,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.908204
vijaya,HT1006,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.908714
vijaya,HT1007,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.910290
vijaya,HT1008,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.910290
vijaya,HT1009,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.911871
vijaya,HT1010,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.911871
vijaya,HT1011,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.913430
vijaya,HT1012,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.914441
vijaya,HT1013,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.915443
vijaya,HT1014,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.916443
vijaya,HT1015,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.916443
vijaya,HT1016,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.917446
vijaya,HT1017,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.918444
vijaya,HT1018,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.919446
vijaya,HT1019,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.920443
vijaya,HT1000,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.920443
vijaya,HT1001,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.921447
vijaya,HT1002,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.922438
vijaya,HT1003,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.923441
vijaya,HT1004,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.924440
vijaya,HT1005,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.925448
vijaya,HT1006,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.926448
vijaya,HT1007,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.927447
vijaya,HT1008,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.928448
vijaya,HT1009,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.928448
vijaya,HT1010,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.929447
vijaya,HT1011,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.930447
vijaya,HT1012,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.931447
vijaya,HT1013,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.932447
vijaya,HT1014,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.933449
vijaya,HT1015,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.933449
vijaya,HT1016,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.934448
vijaya,HT1017,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.935446
vijaya,HT1018,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.936448
vijaya,HT1019,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.937446
vijaya,HT1000,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.938449
vijaya,HT1001,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.938449
vijaya,HT1002,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.939960
vijaya,HT1003,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.941450
vijaya,HT1004,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.942611
vijaya,HT1005,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.942611
vijaya,HT1006,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.943648
vijaya,HT1007,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.944649
vijaya,HT1008,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.945648
vijaya,HT1009,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.946629
vijaya,HT1010,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.947630
vijaya,HT1011,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.948629
vijaya,HT1012,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.949629
vijaya,HT1013,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.949629
vijaya,HT1014,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.950627
vijaya,HT1015,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.951628
vijaya,HT1016,📌 Attendance Update: You are Present for today.,2026-02-22 20:46:41.952629
